Price,Close,High,Low,Open,Volume,SMA_fast,SMA_slow,Signal,Action
2026-06-10,82.0,82.75,80.9800033569336,81.70999908447266,36304600,85.7194995880127,89.51159980773926,0.0,0.0
2026-06-11,81.2699966430664,82.0999984741211,80.08999633789062,81.87000274658203,33417600,85.40499954223633,89.44429977416992,0.0,0.0
2026-06-12,80.33999633789062,82.0,79.27999877929688,81.58000183105469,35309700,85.07499923706055,89.37509971618653,0.0,0.0
2026-06-15,81.66999816894531,81.70999908447266,80.45999908447266,80.62000274658203,36430800,84.8074993133545,89.33819969177246,0.0,0.0
2026-06-16,78.72000122070312,81.93000030517578,77.70999908447266,81.9000015258789,65054000,84.2609992980957,89.28999969482422,0.0,0.0
2026-06-17,76.95999908447266,78.44999694824219,76.76000213623047,78.0999984741211,50338800,83.6424991607666,89.19839965820313,0.0,0.0
2026-06-18,77.37999725341797,78.23999786376953,76.12000274658203,76.93000030517578,91920400,83.10699920654297,89.11519966125488,0.0,0.0
2026-06-22,72.87999725341797,77.08999633789062,71.80999755859375,76.13999938964844,82203300,82.28599891662597,88.98819961547852,0.0,0.0
2026-06-23,72.81999969482422,73.95999908447266,72.62999725341797,73.26000213623047,50806800,81.49699897766114,88.86999961853027,0.0,0.0
2026-06-24,71.83999633789062,73.44999694824219,71.62999725341797,72.69000244140625,48001500,80.70499877929687,88.75679954528809,0.0,0.0
2026-06-25,70.9000015258789,72.94000244140625,70.86000061035156,71.33000183105469,44446900,79.88249893188477,88.63089958190918,0.0,0.0
2026-06-26,73.80999755859375,75.19999694824219,71.52999877929688,71.69000244140625,74990300,79.25499877929687,88.54139953613281,0.0,0.0
2026-06-29,73.77999877929688,76.06999969482422,73.7300033569336,74.62000274658203,42429600,78.6429988861084,88.47979949951171,0.0,0.0
2026-06-30,71.4000015258789,73.75,71.0,73.58999633789062,49240900,77.92049903869629,88.39219947814941,0.0,0.0
2026-07-01,74.19000244140625,74.36000061035156,72.33000183105469,72.58999633789062,43841800,77.46349906921387,88.32539947509765,0.0,0.0
2026-07-02,77.6500015258789,78.44000244140625,74.91000366210938,75.08999633789062,55456500,77.26999931335449,88.27989952087403,0.0,0.0
2026-07-06,76.0199966430664,77.83999633789062,75.70999908447266,77.08000183105469,45056600,76.99299926757813,88.22539947509766,0.0,0.0
2026-07-07,76.18000030517578,78.19000244140625,76.0999984741211,77.87999725341797,33257300,76.69299926757813,88.16509948730469,0.0,0.0
2026-07-08,75.58999633789062,76.63999938964844,74.88999938964844,76.2699966430664,34373500,76.34049911499024,88.12479942321778,0.0,0.0
2026-07-09,75.47000122070312,75.55000305175781,74.0199966430664,74.30000305175781,36305700,76.04349899291992,88.12089942932128,0.0,0.0
2026-07-10,73.37000274658203,75.69999694824219,72.51000213623047,75.44000244140625,46713900,75.61199913024902,88.08589942932129,0.0,0.0
2026-07-13,73.83000183105469,75.44999694824219,73.70999908447266,73.9000015258789,35101800,75.23999938964843,88.05419944763183,0.0,0.0
2026-07-14,73.52999877929688,74.01000213623047,72.27999877929688,72.63999938964844,33312100,74.89949951171874,88.00959945678711,0.0,0.0
2026-07-15,73.68000030517578,75.05999755859375,73.12999725341797,73.79000091552734,32854300,74.49999961853027,87.97639945983887,0.0,0.0
2026-07-16,74.3499984741211,74.68000030517578,72.94000244140625,73.94999694824219,77505200,74.28149948120117,87.93319946289063,0.0,0.0
2026-07-17,68.94999694824219,69.48999786376953,65.08000183105469,65.4800033569336,142029200,73.88099937438965,87.86249946594238,0.0,0.0
2026-07-20,67.5999984741211,68.37999725341797,66.69000244140625,68.31999969482422,60669100,73.39199943542481,87.75809944152832,0.0,0.0
2026-07-21,68.66999816894531,68.75,66.7300033569336,67.41999816894531,56565800,73.18149948120117,87.61779945373536,0.0,0.0
2026-07-22,68.52999877929688,70.56999969482422,68.3499984741211,69.37000274658203,44850400,72.96699943542481,87.45719947814942,0.0,0.0
